groupSampleSegment,groupNumWorkers,groupNumVehicles,groupModeTypeBroad,trip_type,numTripRecords,sumTripWeight,numHhRecords,sumHhWeight,tripsPerHh,tripTypeLabel
TT,1,2,1,1,147,2516.37,1438,177837.28,0.014149845296779167,Home-based work
TT,1,2,1001,1,268,7695.78,1438,177837.28,0.04327427859895293,Home-based work
TT,1,2,4,1,73,4301.28,1438,177837.28,0.024186604743392386,Home-based work
TT,1,2,2,1,48,878.13,1438,177837.28,0.004937828558781376,Home-based work
TT,1,2,995,1,36,1508.17,1438,177837.28,0.008480617787226617,Home-based work
TT,1,2,5,1,18,1630.48,1438,177837.28,0.009168381342764577,Home-based work
Ut,0,-1,-1,1,5,1184.68,262,24538.76,0.048277908093155485,Home-based work
Ut,0,-1,3,1,4,1184.68,262,24538.76,0.048277908093155485,Home-based work
Ut,0,-1,1,1,1,0.0,262,24538.76,0.0,Home-based work
Ut,0,-1,1001,1,1,0.0,262,24538.76,0.0,Home-based work
We,-1,-1,-1,1,1718,112305.56,731,90908.91,1.2353636183736005,Home-based work
We,-1,-1,3,1,1511,102923.82,731,90908.91,1.1321642730069033,Home-based work
We,-1,-1,4,1,47,889.12,731,90908.91,0.00978033946287553,Home-based work
We,-1,-1,1001,1,170,5697.5,731,90908.91,0.06267262471852318,Home-based work
We,-1,-1,1,1,112,4184.65,731,90908.91,0.046031241602170786,Home-based work
We,-1,-1,995,1,25,2268.11,731,90908.91,0.024949259649026702,Home-based work
We,-1,-1,2,1,11,623.73,731,90908.91,0.0068610436534768705,Home-based work
We,-1,-1,5,1,12,1416.13,731,90908.91,0.01557746099914739,Home-based work
We,-1,2,-1,1,748,29110.55,274,27304.97,1.0661264231383516,Home-based work
We,-1,2,3,1,694,27413.04,274,27304.97,1.0039578875201107,Home-based work
We,-1,2,1,1,21,176.82,274,27304.97,0.006475744159396622,Home-based work
We,-1,2,1001,1,37,253.2,274,27304.97,0.009273037106431539,Home-based work
We,-1,2,4,1,10,63.67,274,27304.97,0.002331809923248405,Home-based work
We,-1,2,995,1,17,1444.32,274,27304.97,0.05289586474550237,Home-based work
We,-1,2,2,1,6,12.72,274,27304.97,0.00046584925747949915,Home-based work
We,2,-1,-1,1,807,31023.06,217,22567.72,1.3746652298061124,Home-based work
We,2,-1,3,1,729,28910.5,217,22567.72,1.2810554189789662,Home-based work
We,2,-1,1,1,43,1196.21,217,22567.72,0.05300535455065908,Home-based work
We,2,-1,1001,1,65,1334.73,217,22567.72,0.05914332506784026,Home-based work
We,2,-1,4,1,15,95.93,217,22567.72,0.004250761707429904,Home-based work
We,2,-1,995,1,11,719.19,217,22567.72,0.031868084148509467,Home-based work
We,2,-1,2,1,7,42.59,217,22567.72,0.001887208809751273,Home-based work
We,2,-1,5,1,2,58.64,217,22567.72,0.002598401610796305,Home-based work
We,2,2,-1,1,494,11630.4,116,8603.75,1.351782652912974,Home-based work
We,2,2,3,1,459,11574.19,116,8603.75,1.3452494551794276,Home-based work
We,2,2,1,1,13,43.49,116,8603.75,0.005054772628214441,Home-based work
We,2,2,1001,1,26,56.21,116,8603.75,0.006533197733546419,Home-based work
We,2,2,4,1,7,0.0,116,8603.75,0.0,Home-based work
We,2,2,995,1,9,0.0,116,8603.75,0.0,Home-based work
We,2,2,2,1,6,12.72,116,8603.75,0.0014784251053319773,Home-based work
Ut,0,2,-1,1,2,24.04,108,9111.0,0.0026385687630336952,Home-based work
Ut,0,2,3,1,2,24.04,108,9111.0,0.0026385687630336952,Home-based work
WF,0,2,-1,1,30,2504.87,473,35892.19,0.06978872005302546,Home-based work
WF,0,2,3,1,30,2504.87,473,35892.19,0.06978872005302546,Home-based work
TT,0,2,-1,1,49,3276.72,798,57721.59,0.05676766700293599,Home-based work
TT,0,2,3,1,49,3276.72,798,57721.59,0.05676766700293599,Home-based work
Sa,1,2,-1,1,725,45292.91,409,61249.52,0.7394818767559322,Home-based work
Sa,1,2,3,1,659,44751.69,409,61249.52,0.7306455626101234,Home-based work
Sa,1,2,1,1,27,282.54,409,61249.52,0.004612934109524451,Home-based work
Sa,1,2,1001,1,57,509.8,409,61249.52,0.008323330533855613,Home-based work
Sa,1,2,4,1,16,90.52,409,61249.52,0.0014778891328454493,Home-based work
Sa,1,2,995,1,7,0.0,409,61249.52,0.0,Home-based work
Sa,1,2,2,1,14,136.74,409,61249.52,0.002232507291485713,Home-based work
Sa,1,2,5,1,2,31.41,409,61249.52,0.0005128203453676045,Home-based work
Sa,-1,4,-1,1,479,38193.2,119,17607.42,2.1691536863435985,Home-based work
Sa,-1,4,3,1,435,37659.01,119,17607.42,2.138814772408451,Home-based work
Sa,-1,4,1,1,9,115.84,119,17607.42,0.006579044516459539,Home-based work
Sa,-1,4,1001,1,26,207.59,119,17607.42,0.011789915842298306,Home-based work
Sa,-1,4,4,1,16,78.24,119,17607.42,0.004443581172028611,Home-based work
Sa,-1,4,5,1,11,326.6,119,17607.42,0.018548998092849496,Home-based work
Sa,-1,4,995,1,7,0.0,119,17607.42,0.0,Home-based work
Sa,-1,4,2,1,1,13.51,119,17607.42,0.000767290153810155,Home-based work
Sa,2,4,-1,1,153,8288.02,34,4566.31,1.8150366488477567,Home-based work
Sa,2,4,3,1,135,8238.24,34,4566.31,1.8041350674833725,Home-based work
Sa,2,4,1,1,5,24.69,34,4566.31,0.005406991640952979,Home-based work
Sa,2,4,1001,1,18,49.78,34,4566.31,0.010901581364383933,Home-based work
Sa,2,4,4,1,13,25.09,34,4566.31,0.005494589723430953,Home-based work
WF,-1,4,-1,1,943,88467.42,258,40066.54,2.2080124712540687,Home-based work
WF,-1,4,3,1,855,84649.56,258,40066.54,2.112724482822824,Home-based work
WF,-1,4,1,1,38,2293.65,258,40066.54,0.05724602124366117,Home-based work
WF,-1,4,1001,1,68,3491.27,258,40066.54,0.08713679793663241,Home-based work
WF,-1,4,4,1,27,629.43,258,40066.54,0.01570961705203394,Home-based work
WF,-1,4,5,1,11,326.6,258,40066.54,0.008151440079427872,Home-based work
WF,-1,4,2,1,3,568.19,258,40066.54,0.014181159640937302,Home-based work
WF,-1,4,995,1,9,0.0,258,40066.54,0.0,Home-based work
WF,2,4,-1,1,294,17285.17,77,11706.79,1.476508077790752,Home-based work
WF,2,4,3,1,273,16548.94,77,11706.79,1.4136189339690894,Home-based work
WF,2,4,1,1,8,711.14,77,11706.79,0.0607459431663163,Home-based work
WF,2,4,1001,1,21,736.23,77,11706.79,0.06288914382166247,Home-based work
WF,2,4,4,1,13,25.09,77,11706.79,0.0021432006553461706,Home-based work
TT,-1,4,-1,1,1606,145357.46,491,70403.31,2.0646395744745525,Home-based work
TT,-1,4,3,1,1475,141219.15,491,70403.31,2.00585952563878,Home-based work
TT,-1,4,1,1,54,2545.7,491,70403.31,0.03615881128316268,Home-based work
TT,-1,4,1001,1,90,3782.6,491,70403.31,0.05372758752393886,Home-based work
TT,-1,4,995,1,25,0.0,491,70403.31,0.0,Home-based work
TT,-1,4,4,1,33,668.7,491,70403.31,0.0094981329713049,Home-based work
TT,-1,4,5,1,16,355.72,491,70403.31,0.00505260335060951,Home-based work
TT,-1,4,2,1,3,568.19,491,70403.31,0.008070501230694978,Home-based work
TT,2,4,-1,1,576,36429.34,149,22666.22,1.6072084361662418,Home-based work
TT,2,4,3,1,547,35693.12,149,22666.22,1.5747275019831273,Home-based work
TT,2,4,995,1,7,0.0,149,22666.22,0.0,Home-based work
TT,2,4,1,1,9,711.14,149,22666.22,0.031374441790470574,Home-based work
TT,2,4,1001,1,22,736.23,149,22666.22,0.03248137536827932,Home-based work
TT,2,4,4,1,13,25.09,149,22666.22,0.001106933577808739,Home-based work
Wa,-1,-1,-1,1,1077,79659.31,633,72116.77,1.104587878797123,Home-based work
Wa,-1,-1,3,1,990,72254.16,633,72116.77,1.0019051047350014,Home-based work
Wa,-1,-1,4,1,7,3440.54,633,72116.77,0.04770790483267622,Home-based work
Wa,-1,-1,1001,1,67,6656.57,633,72116.77,0.09230266413762013,Home-based work
Wa,-1,-1,1,1,18,299.03,633,72116.77,0.004146469676886527,Home-based work
Wa,-1,-1,2,1,42,2916.99,633,72116.77,0.04044815096405454,Home-based work
Wa,-1,-1,5,1,9,748.58,633,72116.77,0.010380109924501611,Home-based work
Wa,-1,-1,995,1,11,0.0,633,72116.77,0.0,Home-based work
Wa,-1,1,-1,1,233,13849.63,184,20849.17,0.6642772829805695,Home-based work
Wa,-1,1,3,1,218,13042.58,184,20849.17,0.6255683079949945,Home-based work
Wa,-1,1,2,1,5,760.99,184,20849.17,0.03649977433154414,Home-based work
Wa,-1,1,1001,1,10,775.73,184,20849.17,0.037206756911666035,Home-based work
Wa,-1,1,1,1,5,14.74,184,20849.17,0.0007069825801218946,Home-based work
Wa,-1,1,5,1,5,31.32,184,20849.17,0.0015022180739089376,Home-based work
Wa,1,-1,-1,1,470,28915.21,177,23212.96,1.2456494130864828,Home-based work
Wa,1,-1,3,1,433,23153.16,177,23212.96,0.997423852882183,Home-based work
Wa,1,-1,4,1,7,3440.54,177,23212.96,0.14821634121628607,Home-based work
Wa,1,-1,1001,1,26,5044.8,177,23212.96,0.21732687257463074,Home-based work
Wa,1,-1,1,1,7,203.37,177,23212.96,0.008761054169739664,Home-based work
Wa,1,-1,2,1,12,1400.88,177,23212.96,0.06034904639477258,Home-based work
Wa,1,-1,5,1,8,717.26,177,23212.96,0.030899118423501355,Home-based work
Wa,1,-1,995,1,3,0.0,177,23212.96,0.0,Home-based work
Wa,1,1,-1,1,190,8682.41,63,7735.58,1.122399354670238,Home-based work
Wa,1,1,3,1,178,7925.18,63,7735.58,1.0245101207666394,Home-based work
Wa,1,1,2,1,4,742.49,63,7735.58,0.09598375299589688,Home-based work
Wa,1,1,1001,1,8,757.23,63,7735.58,0.0978892339035987,Home-based work
Wa,1,1,1,1,4,14.74,63,7735.58,0.0019054809077018143,Home-based work
Wa,1,1,5,1,4,0.0,63,7735.58,0.0,Home-based work
Wa,-1,3,-1,1,274,21531.31,108,14695.46,1.4651674734918132,Home-based work
Wa,-1,3,3,1,260,20992.09,108,14695.46,1.4284745084536314,Home-based work
Wa,-1,3,1,1,4,62.47,108,14695.46,0.00425097274940696,Home-based work
Wa,-1,3,1001,1,7,539.22,108,14695.46,0.03669296503818186,Home-based work
Wa,-1,3,2,1,3,476.75,108,14695.46,0.0324419922887749,Home-based work
Wa,-1,3,995,1,7,0.0,108,14695.46,0.0,Home-based work
Wa,2,-1,-1,1,481,32589.58,133,20875.78,1.561119153392113,Home-based work
Wa,2,-1,3,1,436,31008.97,133,20875.78,1.4854041381926808,Home-based work
Wa,2,-1,1,1,8,33.19,133,20875.78,0.0015898807134392104,Home-based work
Wa,2,-1,1001,1,38,1549.3,133,20875.78,0.07421519100124642,Home-based work
Wa,2,-1,2,1,30,1516.11,133,20875.78,0.07262531028780721,Home-based work
Wa,2,-1,995,1,6,0.0,133,20875.78,0.0,Home-based work
Wa,2,-1,5,1,1,31.32,133,20875.78,0.001500303222202955,Home-based work
Wa,2,3,-1,1,158,10394.85,31,4964.92,2.0936591123321224,Home-based work
Wa,2,3,3,1,148,9918.1,31,4964.92,1.9976354100368183,Home-based work
Wa,2,3,995,1,6,0.0,31,4964.92,0.0,Home-based work
Wa,2,3,1,1,3,0.0,31,4964.92,0.0,Home-based work
Wa,2,3,1001,1,4,476.75,31,4964.92,0.09602370229530385,Home-based work
Wa,2,3,2,1,1,476.75,31,4964.92,0.09602370229530385,Home-based work
Da,-1,2,-1,1,1174,42125.64,427,48075.48,0.87623961320823,Home-based work
Da,-1,2,1,1,61,963.63,427,48075.48,0.020044105643875005,Home-based work
Da,-1,2,1001,1,141,1425.7,427,48075.48,0.02965545013799134,Home-based work
Da,-1,2,4,1,58,347.02,427,48075.48,0.007218232662471596,Home-based work
Da,-1,2,3,1,1026,40694.08,427,48075.48,0.8464622714115386,Home-based work
Da,-1,2,5,1,3,5.86,427,48075.48,0.00012189165870002754,Home-based work
Da,-1,2,2,1,22,115.05,427,48075.48,0.0023931118316447386,Home-based work
Da,-1,2,995,1,4,0.0,427,48075.48,0.0,Home-based work
Da,2,2,-1,1,814,20174.19,200,15852.89,1.2725875218966383,Home-based work
Da,2,2,4,1,55,308.99,200,15852.89,0.019491083329285702,Home-based work
Da,2,2,1001,1,129,1009.2,200,15852.89,0.06366031682551258,Home-based work
Da,2,2,1,1,54,623.66,200,15852.89,0.03934046095065316,Home-based work
Da,2,2,3,1,680,19159.13,200,15852.89,1.2085575563824642,Home-based work
Da,2,2,5,1,2,5.86,200,15852.89,0.000369648688661815,Home-based work
Da,2,2,2,1,20,76.55,200,15852.89,0.004828772545573709,Home-based work
Da,2,2,995,1,3,0.0,200,15852.89,0.0,Home-based work
Ca,-1,-1,-1,1,2684,59906.95,784,44232.29,1.3543714331769845,Home-based work
Ca,-1,-1,3,1,2131,53837.4,784,44232.29,1.2171515424591401,Home-based work
Ca,-1,-1,995,1,40,63.85,784,44232.29,0.00144351558555978,Home-based work
Ca,-1,-1,1,1,273,3951.26,784,44232.29,0.08932976339230911,Home-based work
Ca,-1,-1,1001,1,500,5940.17,784,44232.29,0.13429487824392541,Home-based work
Ca,-1,-1,2,1,116,1198.5,784,44232.29,0.02709559012205789,Home-based work
Ca,-1,-1,4,1,111,790.4,784,44232.29,0.0178692986503751,Home-based work
Ca,-1,-1,5,1,13,65.52,784,44232.29,0.0014812708091758305,Home-based work
Ca,-1,2,-1,1,1255,31414.9,332,20588.14,1.5258736340436776,Home-based work
Ca,-1,2,3,1,1070,27070.03,332,20588.14,1.3148361143843008,Home-based work
Ca,-1,2,2,1,53,1060.59,332,20588.14,0.05151460986762282,Home-based work
Ca,-1,2,1001,1,156,4259.61,332,20588.14,0.20689630049144797,Home-based work
Ca,-1,2,995,1,24,63.85,332,20588.14,0.0031013000688746048,Home-based work
Ca,-1,2,1,1,81,2562.68,332,20588.14,0.12447360470639893,Home-based work
Ca,-1,2,4,1,22,636.33,332,20588.14,0.030907600200892362,Home-based work
Ca,-1,2,5,1,5,21.41,332,20588.14,0.0010399190990541156,Home-based work
Ca,1,-1,-1,1,932,22004.79,310,20324.95,1.0826491578085062,Home-based work
Ca,1,-1,3,1,697,18492.21,310,20324.95,0.9098280684577329,Home-based work
Ca,1,-1,2,1,37,611.13,310,20324.95,0.030067970646914258,Home-based work
Ca,1,-1,1001,1,220,3386.03,310,20324.95,0.16659475177060706,Home-based work
Ca,1,-1,995,1,5,63.85,310,20324.95,0.0031414591425809163,Home-based work
Ca,1,-1,1,1,128,2298.89,310,20324.95,0.11310679731069448,Home-based work
Ca,1,-1,5,1,10,62.69,310,20324.95,0.0030843864314549357,Home-based work
Ca,1,-1,4,1,55,476.01,310,20324.95,0.02341998381299831,Home-based work
Ca,1,2,-1,1,417,12032.9,126,9459.67,1.2720211170157099,Home-based work
Ca,1,2,2,1,9,560.25,126,9459.67,0.0592251103896859,Home-based work
Ca,1,2,1001,1,59,2266.28,126,9459.67,0.2395728392216642,Home-based work
Ca,1,2,995,1,2,63.85,126,9459.67,0.006749706913666121,Home-based work
Ca,1,2,3,1,352,9684.18,126,9459.67,1.0237333860483506,Home-based work
Ca,1,2,1,1,40,1312.5,126,9459.67,0.13874691189016108,Home-based work
Ca,1,2,4,1,10,393.54,126,9459.67,0.0416018740611459,Home-based work
Ca,1,2,5,1,4,18.59,126,9459.67,0.0019651848320290243,Home-based work
We,-1,1,-1,1,472,33596.86,250,33013.54,1.017669113945369,Home-based work
We,-1,1,4,1,28,684.45,250,33013.54,0.020732402523328308,Home-based work
We,-1,1,1001,1,68,3023.76,250,33013.54,0.09159151063472745,Home-based work
We,-1,1,1,1,37,1796.53,250,33013.54,0.054417975170187746,Home-based work
We,-1,1,3,1,389,28584.74,250,33013.54,0.8658489819631582,Home-based work
We,-1,1,995,1,5,815.57,250,33013.54,0.024704106254585242,Home-based work
We,-1,1,5,1,10,1172.8,250,33013.54,0.03552481799891802,Home-based work
We,-1,1,2,1,3,542.77,250,33013.54,0.01644083003519162,Home-based work
We,2,1,-1,1,114,4257.02,35,3075.3,1.3842616980457192,Home-based work
We,2,1,3,1,101,3344.96,35,3075.3,1.087685754235359,Home-based work
We,2,1,1,1,5,93.49,35,3075.3,0.03040028615094462,Home-based work
We,2,1,1001,1,11,161.6,35,3075.3,0.052547718921731205,Home-based work
We,2,1,4,1,6,68.11,35,3075.3,0.02214743277078659,Home-based work
We,2,1,5,1,1,31.27,35,3075.3,0.010168113679966182,Home-based work
We,2,1,995,1,1,719.19,35,3075.3,0.23386011120866257,Home-based work
WF,2,1,-1,1,1507,32818.45,375,24684.11,1.329537504086637,Home-based work
WF,2,1,1,1,268,1995.61,375,24684.11,0.08084593692055334,Home-based work
WF,2,1,1001,1,495,3587.84,375,24684.11,0.14535018682059025,Home-based work
WF,2,1,4,1,136,936.91,375,24684.11,0.03795599679307862,Home-based work
WF,2,1,5,1,15,175.61,375,24684.11,0.007114293365245901,Home-based work
WF,2,1,3,1,982,27933.45,375,24684.11,1.1316369113571443,Home-based work
WF,2,1,2,1,91,655.32,375,24684.11,0.026548253106958283,Home-based work
WF,2,1,995,1,15,1121.55,375,24684.11,0.04543611254365663,Home-based work
TT,2,1,-1,1,2303,50419.78,694,41442.65,1.2166157328259655,Home-based work
TT,2,1,1,1,387,2699.08,694,41442.65,0.06512807458017283,Home-based work
TT,2,1,1001,1,705,4751.96,694,41442.65,0.11466351693243554,Home-based work
TT,2,1,4,1,177,1046.14,694,41442.65,0.025243076878529728,Home-based work
TT,2,1,5,1,26,419.71,694,41442.65,0.010127489434194,Home-based work
TT,2,1,3,1,1547,44126.56,694,41442.65,1.064762026559595,Home-based work
TT,2,1,2,1,141,1006.73,694,41442.65,0.024292124176422115,Home-based work
TT,2,1,995,1,25,1121.55,694,41442.65,0.027062699899740965,Home-based work
Sa,3,-1,-1,1,1012,112984.07,206,42339.74,2.668511190668625,Home-based work
Sa,3,-1,3,1,775,95737.63,206,42339.74,2.2611766156334454,Home-based work
Sa,3,-1,4,1,84,6467.09,206,42339.74,0.1527427896345136,Home-based work
Sa,3,-1,1001,1,212,15728.26,206,42339.74,0.3714774819117926,Home-based work
Sa,3,-1,1,1,116,9019.58,206,42339.74,0.21302870541954202,Home-based work
Sa,3,-1,995,1,21,71.32,206,42339.74,0.0016844694842245134,Home-based work
Sa,3,-1,2,1,12,241.59,206,42339.74,0.005705986857736964,Home-based work
Sa,3,-1,5,1,4,1446.86,206,42339.74,0.03417262363916264,Home-based work
Sa,3,2,-1,1,321,38780.97,55,11134.8,3.48286183856019,Home-based work
Sa,3,2,3,1,175,25247.78,55,11134.8,2.2674659625678055,Home-based work
Sa,3,2,4,1,56,5296.34,55,11134.8,0.47565650034127244,Home-based work
Sa,3,2,1001,1,133,12192.62,55,11134.8,1.0950012573193952,Home-based work
Sa,3,2,1,1,70,6868.61,55,11134.8,0.616859755002335,Home-based work
Sa,3,2,995,1,10,71.32,55,11134.8,0.006405144232496318,Home-based work
Sa,3,2,5,1,3,1269.25,55,11134.8,0.11398947444049287,Home-based work
Sa,3,2,2,1,7,27.67,55,11134.8,0.002485001975787621,Home-based work
WF,3,2,-1,1,439,46144.4,98,17747.75,2.600014086292629,Home-based work
WF,3,2,1,1,78,7684.45,98,17747.75,0.43298164556070484,Home-based work
WF,3,2,1001,1,148,13072.19,98,17747.75,0.7365547745488865,Home-based work
WF,3,2,4,1,60,5321.57,98,17747.75,0.29984476905523233,Home-based work
WF,3,2,3,1,278,31731.64,98,17747.75,1.787924666507022,Home-based work
WF,3,2,995,1,10,71.32,98,17747.75,0.004018537561099294,Home-based work
WF,3,2,2,1,10,66.16,98,17747.75,0.0037277964812441012,Home-based work
WF,3,2,5,1,3,1269.25,98,17747.75,0.07151610767562086,Home-based work
TT,3,2,-1,1,542,50248.7,136,21367.68,2.3516217015604877,Home-based work
TT,3,2,1,1,92,8146.32,136,21367.68,0.3812449456375236,Home-based work
TT,3,2,1001,1,163,13559.3,136,21367.68,0.634570528948393,Home-based work
TT,3,2,4,1,61,5346.81,136,21367.68,0.2502288503010154,Home-based work
TT,3,2,3,1,363,35328.56,136,21367.68,1.6533643334231884,Home-based work
TT,3,2,995,1,12,71.32,136,21367.68,0.0033377512205349383,Home-based work
TT,3,2,2,1,10,66.16,136,21367.68,0.003096265013328541,Home-based work
TT,3,2,5,1,4,1289.52,136,21367.68,0.06034908796837092,Home-based work
We,1,-1,-1,1,644,43027.44,253,42110.06,1.0217852931104825,Home-based work
We,1,-1,4,1,30,284.61,253,42110.06,0.00675871751310732,Home-based work
We,1,-1,1001,1,93,2498.77,253,42110.06,0.0593390273013147,Home-based work
We,1,-1,1,1,60,1671.38,253,42110.06,0.039690753230938174,Home-based work
We,1,-1,3,1,529,37846.46,253,42110.06,0.8987510347883617,Home-based work
We,1,-1,995,1,13,1540.69,253,42110.06,0.036587219301041134,Home-based work
We,1,-1,2,1,3,542.77,253,42110.06,0.012889319084323319,Home-based work
We,1,-1,5,1,9,1141.52,253,42110.06,0.027108011719764825,Home-based work
We,1,2,-1,1,214,15413.51,92,14223.56,1.0836604900601539,Home-based work
We,1,2,3,1,196,13807.88,92,14223.56,0.9707752489531454,Home-based work
We,1,2,995,1,8,1444.32,92,14223.56,0.1015441984988287,Home-based work
We,1,2,1,1,7,97.64,92,14223.56,0.006864666792279851,Home-based work
We,1,2,1001,1,10,161.31,92,14223.56,0.011341042608179669,Home-based work
We,1,2,4,1,3,63.67,92,14223.56,0.004476375815899817,Home-based work
Ut,-1,3,-1,1,750,40775.82,226,30483.8,1.337622606105538,Home-based work
Ut,-1,3,3,1,649,37540.31,226,30483.8,1.2314839357297975,Home-based work
Ut,-1,3,1,1,61,1914.69,226,30483.8,0.06281008273246774,Home-based work
Ut,-1,3,1001,1,93,2983.67,226,30483.8,0.09787723315334702,Home-based work
Ut,-1,3,4,1,30,1057.12,226,30483.8,0.03467809131407502,Home-based work
Ut,-1,3,2,1,2,11.86,226,30483.8,0.0003890591068042698,Home-based work
Ut,-1,3,995,1,7,228.84,226,30483.8,0.007506938111390312,Home-based work
Ut,-1,3,5,1,1,23.0,226,30483.8,0.0007544991110032214,Home-based work
Ut,2,-1,-1,1,2724,99268.23,629,59029.37,1.6816752406471556,Home-based work
Ut,2,-1,3,1,2243,93539.68,629,59029.37,1.584629481900281,Home-based work
Ut,2,-1,2,1,74,448.07,629,59029.37,0.00759062819067864,Home-based work
Ut,2,-1,1001,1,437,4040.98,629,59029.37,0.06845710872401314,Home-based work
Ut,2,-1,995,1,31,377.36,629,59029.37,0.006392749914152904,Home-based work
Ut,2,-1,1,1,236,3097.97,629,59029.37,0.052481840819239636,Home-based work
Ut,2,-1,5,1,13,1310.21,629,59029.37,0.022195900108708595,Home-based work
Ut,2,-1,4,1,127,494.94,629,59029.37,0.008384639714094864,Home-based work
Ut,2,3,-1,1,366,17350.75,100,10662.94,1.6272013159597634,Home-based work
Ut,2,3,3,1,339,16676.22,100,10662.94,1.563942027245769,Home-based work
Ut,2,3,2,1,2,11.86,100,10662.94,0.0011122635970942348,Home-based work
Ut,2,3,1001,1,23,422.7,100,10662.94,0.03964197491498592,Home-based work
Ut,2,3,4,1,10,28.24,100,10662.94,0.0026484252935869467,Home-based work
Ut,2,3,1,1,11,382.59,100,10662.94,0.0358803481966512,Home-based work
Ut,2,3,995,1,3,228.84,100,10662.94,0.02146124802352822,Home-based work
Ut,2,3,5,1,1,23.0,100,10662.94,0.0021570036031338447,Home-based work
Mo,-1,-1,-1,1,531,27926.86,360,29131.23,0.9586570838237864,Home-based work
Mo,-1,-1,3,1,456,25959.98,360,29131.23,0.8911391657681464,Home-based work
Mo,-1,-1,5,1,19,535.95,360,29131.23,0.018397781350118072,Home-based work
Mo,-1,-1,995,1,17,142.73,360,29131.23,0.004899552816685048,Home-based work
Mo,-1,-1,1,1,21,1235.53,360,29131.23,0.04241255861836249,Home-based work
Mo,-1,-1,1001,1,39,1288.2,360,29131.23,0.044220583888836824,Home-based work
Mo,-1,-1,4,1,18,52.67,360,29131.23,0.001808025270474333,Home-based work
Mo,-1,3,-1,1,119,11418.51,65,6123.14,1.8648128247925084,Home-based work
Mo,-1,3,3,1,111,10858.14,65,6123.14,1.7732960539853733,Home-based work
Mo,-1,3,995,1,7,0.0,65,6123.14,0.0,Home-based work
Mo,-1,3,1,1,1,560.37,65,6123.14,0.0915167708071349,Home-based work
Mo,-1,3,1001,1,1,560.37,65,6123.14,0.0915167708071349,Home-based work
Mo,4,-1,-1,1,19,1908.56,4,556.48,3.429700977573318,Home-based work
Mo,4,-1,3,1,15,1908.56,4,556.48,3.429700977573318,Home-based work
Mo,4,-1,995,1,4,0.0,4,556.48,0.0,Home-based work
Mo,4,3,-1,1,14,28.39,1,18.93,1.4997358689910196,Home-based work
Mo,4,3,3,1,10,28.39,1,18.93,1.4997358689910196,Home-based work
Mo,4,3,995,1,4,0.0,1,18.93,0.0,Home-based work
TT,4,-1,-1,1,1122,82900.6,333,27519.62,3.0124180493771355,Home-based work
TT,4,-1,3,1,890,73055.78,333,27519.62,2.6546798247940924,Home-based work
TT,4,-1,1,1,129,7293.14,333,27519.62,0.2650160140292635,Home-based work
TT,4,-1,1001,1,190,9174.62,333,27519.62,0.3333846906316294,Home-based work
TT,4,-1,2,1,15,640.27,333,27519.62,0.02326594625943236,Home-based work
TT,4,-1,4,1,46,1241.21,333,27519.62,0.045102730342933516,Home-based work
TT,4,-1,5,1,19,437.24,333,27519.62,0.015888300783223026,Home-based work
TT,4,-1,995,1,23,232.97,333,27519.62,0.008465596545301135,Home-based work
TT,4,3,-1,1,299,13551.14,52,5550.03,2.4416336488271235,Home-based work
TT,4,3,1,1,30,2307.26,52,5550.03,0.4157202753858989,Home-based work
TT,4,3,1001,1,43,2343.33,52,5550.03,0.4222193393549224,Home-based work
TT,4,3,3,1,248,11207.81,52,5550.03,2.019414309472201,Home-based work
TT,4,3,4,1,12,22.14,52,5550.03,0.00398916762612094,Home-based work
TT,4,3,995,1,8,0.0,52,5550.03,0.0,Home-based work
TT,4,3,2,1,1,13.93,52,5550.03,0.002509896342902651,Home-based work
Ut,2,2,-1,1,1598,62430.13,370,34089.29,1.8313707912367783,Home-based work
Ut,2,2,3,1,1457,59458.36,370,34089.29,1.7441947309550887,Home-based work
Ut,2,2,2,1,20,88.7,370,34089.29,0.002601990243856648,Home-based work
Ut,2,2,1001,1,114,1631.23,370,34089.29,0.04785168596940564,Home-based work
Ut,2,2,995,1,24,148.52,370,34089.29,0.004356793585316679,Home-based work
Ut,2,2,1,1,58,1318.09,370,34089.29,0.038665809701522086,Home-based work
Ut,2,2,4,1,36,224.44,370,34089.29,0.006583886024026901,Home-based work
Ut,2,2,5,1,3,1192.01,370,34089.29,0.03496728737970195,Home-based work
TT,-1,7,-1,1,188,13713.76,13,2169.28,6.3218026257560105,Home-based work
TT,-1,7,3,1,188,13713.76,13,2169.28,6.3218026257560105,Home-based work
TT,2,7,-1,1,32,2239.8,5,545.6,4.105205278592376,Home-based work
TT,2,7,3,1,32,2239.8,5,545.6,4.105205278592376,Home-based work
We,-1,3,-1,1,226,22724.36,109,14795.11,1.5359372116868344,Home-based work
We,-1,3,3,1,216,22603.99,109,14795.11,1.5278014154676782,Home-based work
We,-1,3,1,1,6,35.31,109,14795.11,0.002386599356138616,Home-based work
We,-1,3,1001,1,8,93.0,109,14795.11,0.006285860666125497,Home-based work
We,-1,3,995,1,1,0.0,109,14795.11,0.0,Home-based work
We,-1,3,2,1,1,29.88,109,14795.11,0.0020195862011164497,Home-based work
We,-1,3,5,1,1,27.37,109,14795.11,0.0018499355530306972,Home-based work
We,-1,3,4,1,1,27.81,109,14795.11,0.0018796751088704306,Home-based work
